species,label_idx,filepath,group,fold
Passer domesticus,6,Carduelis_carduelis/Carduelis_carduelis_339_aug.jpg,Passer domesticus,3
Delichon urbicum,3,Carduelis_carduelis/Carduelis_carduelis_33_aug.jpg,Delichon urbicum,4
Emberiza calandra,4,Carduelis_carduelis/Carduelis_carduelis_340_aug.jpg,Emberiza calandra,3
Serinus serinus,7,Carduelis_carduelis/Carduelis_carduelis_341_aug.jpg,Serinus serinus,1
Sturnus unicolor,9,Carduelis_carduelis/Carduelis_carduelis_342_aug.jpg,Sturnus unicolor,2
Serinus serinus,7,Carduelis_carduelis/Carduelis_carduelis_343_aug.jpg,Serinus serinus,1
Turdus merula,10,Carduelis_carduelis/Carduelis_carduelis_344_aug.jpg,Turdus merula,4
Hirundo rustica,5,Carduelis_carduelis/Carduelis_carduelis_345_aug.jpg,Hirundo rustica,0
Ciconia ciconia,1,Carduelis_carduelis/Carduelis_carduelis_346_aug.jpg,Ciconia ciconia,1
Passer domesticus,6,Carduelis_carduelis/Carduelis_carduelis_347_aug.jpg,Passer domesticus,3
Turdus merula,10,Carduelis_carduelis/Carduelis_carduelis_348_aug.jpg,Turdus merula,4
Ciconia ciconia,1,Carduelis_carduelis/Carduelis_carduelis_349_aug.jpg,Ciconia ciconia,1
Delichon urbicum,3,Carduelis_carduelis/Carduelis_carduelis_34_aug.jpg,Delichon urbicum,4
Turdus merula,10,Carduelis_carduelis/Carduelis_carduelis_350_aug.jpg,Turdus merula,4
Streptopelia decaocto,8,Carduelis_carduelis/Carduelis_carduelis_351_aug.jpg,Streptopelia decaocto,4
Streptopelia decaocto,8,Carduelis_carduelis/Carduelis_carduelis_352_aug.jpg,Streptopelia decaocto,4
Carduelis carduelis,0,Carduelis_carduelis/Carduelis_carduelis_353_aug.jpg,Carduelis carduelis,0
Serinus serinus,7,Carduelis_carduelis/Carduelis_carduelis_354_aug.jpg,Serinus serinus,1
Carduelis carduelis,0,Carduelis_carduelis/Carduelis_carduelis_355_aug.jpg,Carduelis carduelis,0
Emberiza calandra,4,Carduelis_carduelis/Carduelis_carduelis_356_aug.jpg,Emberiza calandra,3
Columba livia,2,Carduelis_carduelis/Carduelis_carduelis_357_aug.jpg,Columba livia,2
Serinus serinus,7,Carduelis_carduelis/Carduelis_carduelis_358_aug.jpg,Serinus serinus,1
Sturnus unicolor,9,Carduelis_carduelis/Carduelis_carduelis_359_aug.jpg,Sturnus unicolor,2
Emberiza calandra,4,Carduelis_carduelis/Carduelis_carduelis_35_aug.jpg,Emberiza calandra,3
Emberiza calandra,4,Carduelis_carduelis/Carduelis_carduelis_360_aug.jpg,Emberiza calandra,3
Streptopelia decaocto,8,Carduelis_carduelis/Carduelis_carduelis_361_aug.jpg,Streptopelia decaocto,4
Ciconia ciconia,1,Carduelis_carduelis/Carduelis_carduelis_362_aug.jpg,Ciconia ciconia,1
Hirundo rustica,5,Carduelis_carduelis/Carduelis_carduelis_363_aug.jpg,Hirundo rustica,0
Streptopelia decaocto,8,Carduelis_carduelis/Carduelis_carduelis_364_aug.jpg,Streptopelia decaocto,4
Emberiza calandra,4,Carduelis_carduelis/Carduelis_carduelis_365_aug.jpg,Emberiza calandra,3
Sturnus unicolor,9,Carduelis_carduelis/Carduelis_carduelis_366_aug.jpg,Sturnus unicolor,2
Carduelis carduelis,0,Carduelis_carduelis/Carduelis_carduelis_367_aug.jpg,Carduelis carduelis,0
Delichon urbicum,3,Carduelis_carduelis/Carduelis_carduelis_368_aug.jpg,Delichon urbicum,4
Ciconia ciconia,1,Carduelis_carduelis/Carduelis_carduelis_369_aug.jpg,Ciconia ciconia,1
Sturnus unicolor,9,Carduelis_carduelis/Carduelis_carduelis_36_aug.jpg,Sturnus unicolor,2
Turdus merula,10,Carduelis_carduelis/Carduelis_carduelis_370_aug.jpg,Turdus merula,4
Passer domesticus,6,Carduelis_carduelis/Carduelis_carduelis_371_aug.jpg,Passer domesticus,3
Carduelis carduelis,0,Carduelis_carduelis/Carduelis_carduelis_372_aug.jpg,Carduelis carduelis,0
Emberiza calandra,4,Carduelis_carduelis/Carduelis_carduelis_373_aug.jpg,Emberiza calandra,3
Turdus merula,10,Carduelis_carduelis/Carduelis_carduelis_374_aug.jpg,Turdus merula,4
Sturnus unicolor,9,Carduelis_carduelis/Carduelis_carduelis_375_aug.jpg,Sturnus unicolor,2
Delichon urbicum,3,Carduelis_carduelis/Carduelis_carduelis_376_aug.jpg,Delichon urbicum,4
Carduelis carduelis,0,Carduelis_carduelis/Carduelis_carduelis_377_aug.jpg,Carduelis carduelis,0
Hirundo rustica,5,Carduelis_carduelis/Carduelis_carduelis_378_aug.jpg,Hirundo rustica,0
Ciconia ciconia,1,Carduelis_carduelis/Carduelis_carduelis_379_aug.jpg,Ciconia ciconia,1
Serinus serinus,7,Carduelis_carduelis/Carduelis_carduelis_37_aug.jpg,Serinus serinus,1
Ciconia ciconia,1,Carduelis_carduelis/Carduelis_carduelis_380_aug.jpg,Ciconia ciconia,1
Serinus serinus,7,Carduelis_carduelis/Carduelis_carduelis_381_aug.jpg,Serinus serinus,1
Ciconia ciconia,1,Carduelis_carduelis/Carduelis_carduelis_382_aug.jpg,Ciconia ciconia,1
Serinus serinus,7,Carduelis_carduelis/Carduelis_carduelis_383_aug.jpg,Serinus serinus,1
Streptopelia decaocto,8,Carduelis_carduelis/Carduelis_carduelis_384_aug.jpg,Streptopelia decaocto,4
Ciconia ciconia,1,Carduelis_carduelis/Carduelis_carduelis_385_aug.jpg,Ciconia ciconia,1
Emberiza calandra,4,Carduelis_carduelis/Carduelis_carduelis_386_aug.jpg,Emberiza calandra,3
Hirundo rustica,5,Carduelis_carduelis/Carduelis_carduelis_387_aug.jpg,Hirundo rustica,0
Emberiza calandra,4,Carduelis_carduelis/Carduelis_carduelis_388_aug.jpg,Emberiza calandra,3
Columba livia,2,Carduelis_carduelis/Carduelis_carduelis_389_aug.jpg,Columba livia,2
Ciconia ciconia,1,Carduelis_carduelis/Carduelis_carduelis_38_aug.jpg,Ciconia ciconia,1
Ciconia ciconia,1,Carduelis_carduelis/Carduelis_carduelis_390_aug.jpg,Ciconia ciconia,1
Sturnus unicolor,9,Carduelis_carduelis/Carduelis_carduelis_391_aug.jpg,Sturnus unicolor,2
Streptopelia decaocto,8,Carduelis_carduelis/Carduelis_carduelis_392_aug.jpg,Streptopelia decaocto,4
Serinus serinus,7,Carduelis_carduelis/Carduelis_carduelis_393_aug.jpg,Serinus serinus,1
Turdus merula,10,Carduelis_carduelis/Carduelis_carduelis_394_aug.jpg,Turdus merula,4
Delichon urbicum,3,Carduelis_carduelis/Carduelis_carduelis_395_aug.jpg,Delichon urbicum,4
Columba livia,2,Carduelis_carduelis/Carduelis_carduelis_396_aug.jpg,Columba livia,2
Streptopelia decaocto,8,Carduelis_carduelis/Carduelis_carduelis_397_aug.jpg,Streptopelia decaocto,4
Columba livia,2,Carduelis_carduelis/Carduelis_carduelis_398_aug.jpg,Columba livia,2
Delichon urbicum,3,Carduelis_carduelis/Carduelis_carduelis_399_aug.jpg,Delichon urbicum,4
Sturnus unicolor,9,Carduelis_carduelis/Carduelis_carduelis_39_aug.jpg,Sturnus unicolor,2
Ciconia ciconia,1,Carduelis_carduelis/Carduelis_carduelis_3_aug.jpg,Ciconia ciconia,1
Sturnus unicolor,9,Carduelis_carduelis/Carduelis_carduelis_400_aug.jpg,Sturnus unicolor,2
Passer domesticus,6,Carduelis_carduelis/Carduelis_carduelis_401_aug.jpg,Passer domesticus,3
Sturnus unicolor,9,Carduelis_carduelis/Carduelis_carduelis_402_aug.jpg,Sturnus unicolor,2
Carduelis carduelis,0,Carduelis_carduelis/Carduelis_carduelis_403_aug.jpg,Carduelis carduelis,0
Sturnus unicolor,9,Carduelis_carduelis/Carduelis_carduelis_404_aug.jpg,Sturnus unicolor,2
Serinus serinus,7,Carduelis_carduelis/Carduelis_carduelis_405_aug.jpg,Serinus serinus,1
Hirundo rustica,5,Carduelis_carduelis/Carduelis_carduelis_406_aug.jpg,Hirundo rustica,0
Streptopelia decaocto,8,Carduelis_carduelis/Carduelis_carduelis_407_aug.jpg,Streptopelia decaocto,4
Serinus serinus,7,Carduelis_carduelis/Carduelis_carduelis_408_aug.jpg,Serinus serinus,1
Turdus merula,10,Carduelis_carduelis/Carduelis_carduelis_409_aug.jpg,Turdus merula,4
Serinus serinus,7,Carduelis_carduelis/Carduelis_carduelis_40_aug.jpg,Serinus serinus,1
Sturnus unicolor,9,Carduelis_carduelis/Carduelis_carduelis_410_aug.jpg,Sturnus unicolor,2
Passer domesticus,6,Carduelis_carduelis/Carduelis_carduelis_411_aug.jpg,Passer domesticus,3
Passer domesticus,6,Carduelis_carduelis/Carduelis_carduelis_412_aug.jpg,Passer domesticus,3
Passer domesticus,6,Carduelis_carduelis/Carduelis_carduelis_413_aug.jpg,Passer domesticus,3
Emberiza calandra,4,Carduelis_carduelis/Carduelis_carduelis_414_aug.jpg,Emberiza calandra,3
Turdus merula,10,Carduelis_carduelis/Carduelis_carduelis_415_aug.jpg,Turdus merula,4
Sturnus unicolor,9,Carduelis_carduelis/Carduelis_carduelis_416_aug.jpg,Sturnus unicolor,2
Columba livia,2,Carduelis_carduelis/Carduelis_carduelis_417_aug.jpg,Columba livia,2
Delichon urbicum,3,Carduelis_carduelis/Carduelis_carduelis_418_aug.jpg,Delichon urbicum,4
Emberiza calandra,4,Carduelis_carduelis/Carduelis_carduelis_419_aug.jpg,Emberiza calandra,3
Carduelis carduelis,0,Carduelis_carduelis/Carduelis_carduelis_41_aug.jpg,Carduelis carduelis,0
Turdus merula,10,Carduelis_carduelis/Carduelis_carduelis_420_aug.jpg,Turdus merula,4
Emberiza calandra,4,Carduelis_carduelis/Carduelis_carduelis_421_aug.jpg,Emberiza calandra,3
Turdus merula,10,Carduelis_carduelis/Carduelis_carduelis_422_aug.jpg,Turdus merula,4
Ciconia ciconia,1,Carduelis_carduelis/Carduelis_carduelis_423_aug.jpg,Ciconia ciconia,1
Sturnus unicolor,9,Carduelis_carduelis/Carduelis_carduelis_424_aug.jpg,Sturnus unicolor,2
Delichon urbicum,3,Carduelis_carduelis/Carduelis_carduelis_425_aug.jpg,Delichon urbicum,4
Passer domesticus,6,Carduelis_carduelis/Carduelis_carduelis_426_aug.jpg,Passer domesticus,3
Streptopelia decaocto,8,Carduelis_carduelis/Carduelis_carduelis_427_aug.jpg,Streptopelia decaocto,4
Hirundo rustica,5,Carduelis_carduelis/Carduelis_carduelis_428_aug.jpg,Hirundo rustica,0
Ciconia ciconia,1,Carduelis_carduelis/Carduelis_carduelis_429_aug.jpg,Ciconia ciconia,1
Sturnus unicolor,9,Carduelis_carduelis/Carduelis_carduelis_42_aug.jpg,Sturnus unicolor,2
Sturnus unicolor,9,Carduelis_carduelis/Carduelis_carduelis_430_aug.jpg,Sturnus unicolor,2
Ciconia ciconia,1,Carduelis_carduelis/Carduelis_carduelis_431_aug.jpg,Ciconia ciconia,1
Carduelis carduelis,0,Carduelis_carduelis/Carduelis_carduelis_432_aug.jpg,Carduelis carduelis,0
Hirundo rustica,5,Carduelis_carduelis/Carduelis_carduelis_433_aug.jpg,Hirundo rustica,0
Delichon urbicum,3,Carduelis_carduelis/Carduelis_carduelis_434_aug.jpg,Delichon urbicum,4
Ciconia ciconia,1,Carduelis_carduelis/Carduelis_carduelis_435_aug.jpg,Ciconia ciconia,1
Passer domesticus,6,Carduelis_carduelis/Carduelis_carduelis_436_aug.jpg,Passer domesticus,3
Columba livia,2,Carduelis_carduelis/Carduelis_carduelis_437_aug.jpg,Columba livia,2
Sturnus unicolor,9,Carduelis_carduelis/Carduelis_carduelis_438_aug.jpg,Sturnus unicolor,2
Passer domesticus,6,Carduelis_carduelis/Carduelis_carduelis_439_aug.jpg,Passer domesticus,3
Columba livia,2,Carduelis_carduelis/Carduelis_carduelis_43_aug.jpg,Columba livia,2
Ciconia ciconia,1,Carduelis_carduelis/Carduelis_carduelis_440_aug.jpg,Ciconia ciconia,1
Sturnus unicolor,9,Carduelis_carduelis/Carduelis_carduelis_441_aug.jpg,Sturnus unicolor,2
Turdus merula,10,Carduelis_carduelis/Carduelis_carduelis_442_aug.jpg,Turdus merula,4
Sturnus unicolor,9,Carduelis_carduelis/Carduelis_carduelis_443_aug.jpg,Sturnus unicolor,2
Emberiza calandra,4,Carduelis_carduelis/Carduelis_carduelis_444_aug.jpg,Emberiza calandra,3
Streptopelia decaocto,8,Carduelis_carduelis/Carduelis_carduelis_445_aug.jpg,Streptopelia decaocto,4
Emberiza calandra,4,Carduelis_carduelis/Carduelis_carduelis_446_aug.jpg,Emberiza calandra,3
Turdus merula,10,Carduelis_carduelis/Carduelis_carduelis_447_aug.jpg,Turdus merula,4
Turdus merula,10,Carduelis_carduelis/Carduelis_carduelis_448_aug.jpg,Turdus merula,4
Sturnus unicolor,9,Carduelis_carduelis/Carduelis_carduelis_449_aug.jpg,Sturnus unicolor,2
Delichon urbicum,3,Carduelis_carduelis/Carduelis_carduelis_44_aug.jpg,Delichon urbicum,4
Turdus merula,10,Carduelis_carduelis/Carduelis_carduelis_450_aug.jpg,Turdus merula,4
Carduelis carduelis,0,Carduelis_carduelis/Carduelis_carduelis_451_aug.jpg,Carduelis carduelis,0
Hirundo rustica,5,Carduelis_carduelis/Carduelis_carduelis_452_aug.jpg,Hirundo rustica,0
Sturnus unicolor,9,Carduelis_carduelis/Carduelis_carduelis_453_aug.jpg,Sturnus unicolor,2
Hirundo rustica,5,Carduelis_carduelis/Carduelis_carduelis_454_aug.jpg,Hirundo rustica,0
Passer domesticus,6,Carduelis_carduelis/Carduelis_carduelis_455_aug.jpg,Passer domesticus,3
Delichon urbicum,3,Carduelis_carduelis/Carduelis_carduelis_456_aug.jpg,Delichon urbicum,4
Delichon urbicum,3,Carduelis_carduelis/Carduelis_carduelis_457_aug.jpg,Delichon urbicum,4
Serinus serinus,7,Carduelis_carduelis/Carduelis_carduelis_458_aug.jpg,Serinus serinus,1
Columba livia,2,Carduelis_carduelis/Carduelis_carduelis_459_aug.jpg,Columba livia,2
Ciconia ciconia,1,Carduelis_carduelis/Carduelis_carduelis_45_aug.jpg,Ciconia ciconia,1
Carduelis carduelis,0,Carduelis_carduelis/Carduelis_carduelis_460_aug.jpg,Carduelis carduelis,0
Ciconia ciconia,1,Carduelis_carduelis/Carduelis_carduelis_461_aug.jpg,Ciconia ciconia,1
Emberiza calandra,4,Carduelis_carduelis/Carduelis_carduelis_462_aug.jpg,Emberiza calandra,3
Hirundo rustica,5,Carduelis_carduelis/Carduelis_carduelis_463_aug.jpg,Hirundo rustica,0
Columba livia,2,Carduelis_carduelis/Carduelis_carduelis_464_aug.jpg,Columba livia,2
Sturnus unicolor,9,Carduelis_carduelis/Carduelis_carduelis_465_aug.jpg,Sturnus unicolor,2
Serinus serinus,7,Carduelis_carduelis/Carduelis_carduelis_466_aug.jpg,Serinus serinus,1
Emberiza calandra,4,Carduelis_carduelis/Carduelis_carduelis_467_aug.jpg,Emberiza calandra,3
Turdus merula,10,Carduelis_carduelis/Carduelis_carduelis_468_aug.jpg,Turdus merula,4
Serinus serinus,7,Carduelis_carduelis/Carduelis_carduelis_469_aug.jpg,Serinus serinus,1
Carduelis carduelis,0,Carduelis_carduelis/Carduelis_carduelis_46_aug.jpg,Carduelis carduelis,0
Columba livia,2,Carduelis_carduelis/Carduelis_carduelis_470_aug.jpg,Columba livia,2
Turdus merula,10,Carduelis_carduelis/Carduelis_carduelis_471_aug.jpg,Turdus merula,4
Turdus merula,10,Carduelis_carduelis/Carduelis_carduelis_472_aug.jpg,Turdus merula,4
Passer domesticus,6,Carduelis_carduelis/Carduelis_carduelis_473_aug.jpg,Passer domesticus,3
Streptopelia decaocto,8,Carduelis_carduelis/Carduelis_carduelis_474_aug.jpg,Streptopelia decaocto,4
Turdus merula,10,Carduelis_carduelis/Carduelis_carduelis_475_aug.jpg,Turdus merula,4
Turdus merula,10,Carduelis_carduelis/Carduelis_carduelis_476_aug.jpg,Turdus merula,4
Streptopelia decaocto,8,Carduelis_carduelis/Carduelis_carduelis_477_aug.jpg,Streptopelia decaocto,4
Passer domesticus,6,Carduelis_carduelis/Carduelis_carduelis_478_aug.jpg,Passer domesticus,3
Serinus serinus,7,Carduelis_carduelis/Carduelis_carduelis_479_aug.jpg,Serinus serinus,1
Turdus merula,10,Carduelis_carduelis/Carduelis_carduelis_47_aug.jpg,Turdus merula,4
Serinus serinus,7,Carduelis_carduelis/Carduelis_carduelis_480_aug.jpg,Serinus serinus,1
Emberiza calandra,4,Carduelis_carduelis/Carduelis_carduelis_481_aug.jpg,Emberiza calandra,3
Emberiza calandra,4,Carduelis_carduelis/Carduelis_carduelis_482_aug.jpg,Emberiza calandra,3
Sturnus unicolor,9,Carduelis_carduelis/Carduelis_carduelis_483_aug.jpg,Sturnus unicolor,2
Passer domesticus,6,Carduelis_carduelis/Carduelis_carduelis_484_aug.jpg,Passer domesticus,3
Emberiza calandra,4,Carduelis_carduelis/Carduelis_carduelis_485_aug.jpg,Emberiza calandra,3
Emberiza calandra,4,Carduelis_carduelis/Carduelis_carduelis_486_aug.jpg,Emberiza calandra,3
Delichon urbicum,3,Carduelis_carduelis/Carduelis_carduelis_487_aug.jpg,Delichon urbicum,4
Serinus serinus,7,Carduelis_carduelis/Carduelis_carduelis_488_aug.jpg,Serinus serinus,1
Sturnus unicolor,9,Carduelis_carduelis/Carduelis_carduelis_489_aug.jpg,Sturnus unicolor,2
Emberiza calandra,4,Carduelis_carduelis/Carduelis_carduelis_48_aug.jpg,Emberiza calandra,3
Hirundo rustica,5,Carduelis_carduelis/Carduelis_carduelis_490_aug.jpg,Hirundo rustica,0
Serinus serinus,7,Carduelis_carduelis/Carduelis_carduelis_491_aug.jpg,Serinus serinus,1
Emberiza calandra,4,Carduelis_carduelis/Carduelis_carduelis_492_aug.jpg,Emberiza calandra,3
Columba livia,2,Carduelis_carduelis/Carduelis_carduelis_493_aug.jpg,Columba livia,2
Passer domesticus,6,Carduelis_carduelis/Carduelis_carduelis_494_aug.jpg,Passer domesticus,3
Passer domesticus,6,Carduelis_carduelis/Carduelis_carduelis_495_aug.jpg,Passer domesticus,3
Streptopelia decaocto,8,Carduelis_carduelis/Carduelis_carduelis_496_aug.jpg,Streptopelia decaocto,4
Delichon urbicum,3,Carduelis_carduelis/Carduelis_carduelis_497_aug.jpg,Delichon urbicum,4
Emberiza calandra,4,Carduelis_carduelis/Carduelis_carduelis_498_aug.jpg,Emberiza calandra,3
Carduelis carduelis,0,Carduelis_carduelis/Carduelis_carduelis_499_aug.jpg,Carduelis carduelis,0
Columba livia,2,Carduelis_carduelis/Carduelis_carduelis_49_aug.jpg,Columba livia,2
Emberiza calandra,4,Carduelis_carduelis/Carduelis_carduelis_4_aug.jpg,Emberiza calandra,3
Passer domesticus,6,Carduelis_carduelis/Carduelis_carduelis_500_aug.jpg,Passer domesticus,3
Columba livia,2,Carduelis_carduelis/Carduelis_carduelis_501_aug.jpg,Columba livia,2
Columba livia,2,Carduelis_carduelis/Carduelis_carduelis_502_aug.jpg,Columba livia,2
Columba livia,2,Carduelis_carduelis/Carduelis_carduelis_503_aug.jpg,Columba livia,2
Carduelis carduelis,0,Carduelis_carduelis/Carduelis_carduelis_504_aug.jpg,Carduelis carduelis,0
Serinus serinus,7,Carduelis_carduelis/Carduelis_carduelis_505_aug.jpg,Serinus serinus,1
Carduelis carduelis,0,Carduelis_carduelis/Carduelis_carduelis_506_aug.jpg,Carduelis carduelis,0
Sturnus unicolor,9,Carduelis_carduelis/Carduelis_carduelis_507_aug.jpg,Sturnus unicolor,2
Serinus serinus,7,Carduelis_carduelis/Carduelis_carduelis_508_aug.jpg,Serinus serinus,1
Delichon urbicum,3,Carduelis_carduelis/Carduelis_carduelis_509_aug.jpg,Delichon urbicum,4
Turdus merula,10,Carduelis_carduelis/Carduelis_carduelis_50_aug.jpg,Turdus merula,4
Delichon urbicum,3,Carduelis_carduelis/Carduelis_carduelis_510_aug.jpg,Delichon urbicum,4
Columba livia,2,Carduelis_carduelis/Carduelis_carduelis_511_aug.jpg,Columba livia,2
Sturnus unicolor,9,Carduelis_carduelis/Carduelis_carduelis_512_aug.jpg,Sturnus unicolor,2
Hirundo rustica,5,Carduelis_carduelis/Carduelis_carduelis_513_aug.jpg,Hirundo rustica,0
Streptopelia decaocto,8,Carduelis_carduelis/Carduelis_carduelis_514_aug.jpg,Streptopelia decaocto,4
Delichon urbicum,3,Carduelis_carduelis/Carduelis_carduelis_515_aug.jpg,Delichon urbicum,4
Hirundo rustica,5,Carduelis_carduelis/Carduelis_carduelis_516_aug.jpg,Hirundo rustica,0
Emberiza calandra,4,Carduelis_carduelis/Carduelis_carduelis_517_aug.jpg,Emberiza calandra,3
Ciconia ciconia,1,Carduelis_carduelis/Carduelis_carduelis_518_aug.jpg,Ciconia ciconia,1
Delichon urbicum,3,Carduelis_carduelis/Carduelis_carduelis_519_aug.jpg,Delichon urbicum,4
Columba livia,2,Carduelis_carduelis/Carduelis_carduelis_51_aug.jpg,Columba livia,2
Emberiza calandra,4,Carduelis_carduelis/Carduelis_carduelis_520_aug.jpg,Emberiza calandra,3
Sturnus unicolor,9,Carduelis_carduelis/Carduelis_carduelis_521_aug.jpg,Sturnus unicolor,2
Passer domesticus,6,Carduelis_carduelis/Carduelis_carduelis_522_aug.jpg,Passer domesticus,3
Emberiza calandra,4,Carduelis_carduelis/Carduelis_carduelis_523_aug.jpg,Emberiza calandra,3
Delichon urbicum,3,Carduelis_carduelis/Carduelis_carduelis_524_aug.jpg,Delichon urbicum,4
Sturnus unicolor,9,Carduelis_carduelis/Carduelis_carduelis_525_aug.jpg,Sturnus unicolor,2
Turdus merula,10,Carduelis_carduelis/Carduelis_carduelis_526_aug.jpg,Turdus merula,4
Ciconia ciconia,1,Carduelis_carduelis/Carduelis_carduelis_527_aug.jpg,Ciconia ciconia,1
Sturnus unicolor,9,Carduelis_carduelis/Carduelis_carduelis_528_aug.jpg,Sturnus unicolor,2
Columba livia,2,Carduelis_carduelis/Carduelis_carduelis_529_aug.jpg,Columba livia,2
Sturnus unicolor,9,Carduelis_carduelis/Carduelis_carduelis_52_aug.jpg,Sturnus unicolor,2
Emberiza calandra,4,Carduelis_carduelis/Carduelis_carduelis_530_aug.jpg,Emberiza calandra,3
Delichon urbicum,3,Carduelis_carduelis/Carduelis_carduelis_531_aug.jpg,Delichon urbicum,4
Sturnus unicolor,9,Carduelis_carduelis/Carduelis_carduelis_532_aug.jpg,Sturnus unicolor,2
Carduelis carduelis,0,Carduelis_carduelis/Carduelis_carduelis_533_aug.jpg,Carduelis carduelis,0
Turdus merula,10,Carduelis_carduelis/Carduelis_carduelis_534_aug.jpg,Turdus merula,4
Ciconia ciconia,1,Carduelis_carduelis/Carduelis_carduelis_535_aug.jpg,Ciconia ciconia,1
Emberiza calandra,4,Carduelis_carduelis/Carduelis_carduelis_536_aug.jpg,Emberiza calandra,3
Ciconia ciconia,1,Carduelis_carduelis/Carduelis_carduelis_537_aug.jpg,Ciconia ciconia,1
Streptopelia decaocto,8,Carduelis_carduelis/Carduelis_carduelis_538_aug.jpg,Streptopelia decaocto,4
Ciconia ciconia,1,Carduelis_carduelis/Carduelis_carduelis_539_aug.jpg,Ciconia ciconia,1
Columba livia,2,Carduelis_carduelis/Carduelis_carduelis_53_aug.jpg,Columba livia,2
Hirundo rustica,5,Carduelis_carduelis/Carduelis_carduelis_540_aug.jpg,Hirundo rustica,0
Streptopelia decaocto,8,Carduelis_carduelis/Carduelis_carduelis_541_aug.jpg,Streptopelia decaocto,4
Delichon urbicum,3,Carduelis_carduelis/Carduelis_carduelis_542_aug.jpg,Delichon urbicum,4
Carduelis carduelis,0,Carduelis_carduelis/Carduelis_carduelis_543_aug.jpg,Carduelis carduelis,0
Passer domesticus,6,Carduelis_carduelis/Carduelis_carduelis_544_aug.jpg,Passer domesticus,3
Delichon urbicum,3,Carduelis_carduelis/Carduelis_carduelis_545_aug.jpg,Delichon urbicum,4
Carduelis carduelis,0,Carduelis_carduelis/Carduelis_carduelis_546_aug.jpg,Carduelis carduelis,0
Serinus serinus,7,Carduelis_carduelis/Carduelis_carduelis_547_aug.jpg,Serinus serinus,1
Sturnus unicolor,9,Carduelis_carduelis/Carduelis_carduelis_548_aug.jpg,Sturnus unicolor,2
Sturnus unicolor,9,Carduelis_carduelis/Carduelis_carduelis_549_aug.jpg,Sturnus unicolor,2
